UID,prize,url,description,winningTicket,competitionId,winningWalletAddress,priority
005549f8159407e1203b1571d2272da2,$5 SOLANA,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/LowRes/Learn-More-About-SOL_Blog%20(1).png,"250 Winners! $5 Sol. Turn a small profit, then roll 5 times more for free!",1839,2342bd91c9089c0d0cd734d827ea632c,,5
005757e6f3ec777c75c7404326ca31ad,$5000 BTC,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/LowRes/Prize_InstantWinImages_EH-02.png,"One lucky winner will walk away with $5,000 in Bitcoin, a life-changing stack of the king of crypto. Will it be yours?",16699,043d138d488119377814c159a71ab92b,,1
0062ad110dc184304dbddbe33edcacf2,1 TICKET,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/LowRes/Prize_InstantWinImages_EH-20.png,"1000 winners will claim $1 Site Credit each. Not much, but enough to get you back in the game and ready for the next win. Every little bit counts, do not miss your shot!",1721,6c2ae6fca5807305ce7706d7555604dd,,30
00667dd97c3508f4d5b2aabdd00c3d63,2 TICKETS,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/LowRes/Prize_InstantWinImages_EH-21.png,"1000 winners will score $2 Site Credit each. It is a quick shot to get you back in the action, ready to make your next move. Start small, think big.",8017,043d138d488119377814c159a71ab92b,,29
006ef0456d37e0d8d1b1650c698346f7,$5 SOLANA,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/LowRes/Learn-More-About-SOL_Blog%20(1).png,"250 Winners! $5 Sol. Turn a small profit, then roll 5 times more for free!",12473,e423804dce9a5cbcb220013f35b055de,,136
0071acc2b1b200b2a5ec6f4dbd1692bb,1 TICKET,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/LowRes/Prize_InstantWinImages_EH-20.png,"1000 winners will claim $1 Site Credit each. Not much, but enough to get you back in the game and ready for the next win. Every little bit counts, do not miss your shot!",10919,043d138d488119377814c159a71ab92b,,30
007644e70e7bee469f28728eb37069f6,2 TICKETS,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/LowRes/Prize_InstantWinImages_EH-21.png,"1000 winners will score $2 Site Credit each. It is a quick shot to get you back in the action, ready to make your next move. Start small, think big.",73864,6c2ae6fca5807305ce7706d7555604dd,,29
007b30655a95f214d1086cab343794ef,$5 SOLANA,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/LowRes/Learn-More-About-SOL_Blog%20(1).png,"200 Winners! $5 Sol. Turn a small profit, then roll again for free!",11532,50d4bab5c6891d4c7ae39b1f03a20ae7,,8
007f06dbfa936d4b303081869fa7d886,1 TICKET,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/LowRes/Prize_InstantWinImages_EH-20.png,"1000 winners will claim $1 Site Credit each. Not much, but enough to get you back in the game and ready for the next win. Every little bit counts, do not miss your shot!",85710,043d138d488119377814c159a71ab92b,,30
00842954fc37568a6d5fe10a0b76971b,2 TICKETS,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/LowRes/Prize_InstantWinImages_EH-21.png,"1000 winners will score $2 Site Credit each. It is a quick shot to get you back in the action, ready to make your next move. Start small, think big.",94894,043d138d488119377814c159a71ab92b,,29
008a5b7e293f5af49f2e2d6213c4ed4e,$5 SOLANA,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/LowRes/Learn-More-About-SOL_Blog%20(1).png,"250 Winners! $5 Sol. Turn a small profit, then roll 5 times more for free!",12714,5c184ebb58d9a0ebbb4fe6575028bf59,,258
008d8ec5a30352b8f5b9fe3921b125d8,$5 SOLANA,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/LowRes/Learn-More-About-SOL_Blog%20(1).png,"250 Winners! $5 Sol. Turn a small profit, then roll 5 times more for free!",5173,388928a965e7787d2e220ad908d91be6,,4
009b2a58ca39766914482f89abd7e58f,1 TICKET,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/LowRes/Prize_InstantWinImages_EH-20.png,"1000 winners will claim $1 Site Credit each. Not much, but enough to get you back in the game and ready for the next win. Every little bit counts, do not miss your shot!",55178,043d138d488119377814c159a71ab92b,,30
009c64104cd0db694d0cfefce8cddbb3,$125 SOL,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/LowRes/sol.jpg,$125 SOL,11602,cd6eca15efe6c6dbc798059b99bfa061,,6
009f82167d1e68fb83a73a02f2512894,$5 SOLANA,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/LowRes/Learn-More-About-SOL_Blog%20(1).png,"250 Winners! $5 Sol. Turn a small profit, then roll 5 times more for free!",2435,93994eb346e4ed3a0ca779c36ef8f4c6,,41
00a2d3575f93940908839f8b95301e52,1 TICKET,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/LowRes/Prize_InstantWinImages_EH-20.png,"1000 winners will claim $1 Site Credit each. Not much, but enough to get you back in the game and ready for the next win. Every little bit counts, do not miss your shot!",92442,043d138d488119377814c159a71ab92b,,30
00a2da9d4a9d94a06c15c4ca4e996ea5,$5 SOLANA,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/LowRes/Learn-More-About-SOL_Blog%20(1).png,"250 Winners! $5 Sol. Turn a small profit, then roll 5 times more for free!",9121,e423804dce9a5cbcb220013f35b055de,,41
00a74e31c55896626dc1640f49a773ff,1 TICKET,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/LowRes/Prize_InstantWinImages_EH-20.png,"1000 winners will claim $1 Site Credit each. Not much, but enough to get you back in the game and ready for the next win. Every little bit counts, do not miss your shot!",7195,6c2ae6fca5807305ce7706d7555604dd,,30
00a7e2d1d6663231ee11d3f0fad145af,2 TICKETS,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/LowRes/Prize_InstantWinImages_EH-21.png,"1000 winners will score $2 Site Credit each. It is a quick shot to get you back in the action, ready to make your next move. Start small, think big.",22409,043d138d488119377814c159a71ab92b,,29
00a877ab34975ba412c1ac6522b07176,5 TICKETS,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/Prize_InstantWinImages_EH-14.png,"500 winners will each pocket $5 Site Credit. Whether you’re gearing up big or leveling up your game, this credit is the fuel you need to keep playing and stacking.",15766,0b9c1ce2f2a70c754eb722b1bd01f021,,0
00a8c11b158c6fdb9cd130ea48a04cfe,1 TICKET,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/Prize_InstantWinImages_EH-12.png,"1000 winners will claim $1 Site Credit each. Not much, but enough to get you back in the game and ready for the next win. Every little bit counts, don’t miss your shot!",387,c00e5705213916e1490d2c992f6dfa1b,,0
00a8f220e01f8fa26c7245bd7c2764f1,5 TICKETS,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/Prize_InstantWinImages_EH-14.png,"500 winners will each pocket $5 Site Credit. Whether you’re gearing up big or leveling up your game, this credit is the fuel you need to keep playing and stacking.",4769,c00e5705213916e1490d2c992f6dfa1b,,0
00a9aa1752ddcc1481022d4acab12d96,1 TICKET,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/Prize_InstantWinImages_EH-12.png,"1000 winners will claim $1 Site Credit each. Not much, but enough to get you back in the game and ready for the next win. Every little bit counts, don’t miss your shot!",4065,657f6cbea7fe98aa07ba43c67dd18fd4,,0
00aa1f354d7829fdb9f5d508ee3011c4,1 TICKET,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/Prize_InstantWinImages_EH-12.png,"1000 winners will claim $1 Site Credit each. Not much, but enough to get you back in the game and ready for the next win. Every little bit counts, don’t miss your shot!",49389,0b9c1ce2f2a70c754eb722b1bd01f021,,0
00ab702c68974a054511423ccb06dbad,5 TICKETS,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/Prize_InstantWinImages_EH-14.png,"500 winners will each pocket $5 Site Credit. Whether you’re gearing up big or leveling up your game, this credit is the fuel you need to keep playing and stacking.",14869,2232c71ebbc2993e3e74f29949edb0d6,,0
00ae73fce17edf1ed3e6eb1e9e5f4ca4,1 TICKET,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/LowRes/Prize_InstantWinImages_EH-20.png,"1000 winners will claim $1 Site Credit each. Not much, but enough to get you back in the game and ready for the next win. Every little bit counts, do not miss your shot!",1444,436eb21a077e44485ac4458238e181b5,,30
00b153cf0e5e4811b617afd236bb36fa,2 TICKETS,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/LowRes/Prize_InstantWinImages_EH-21.png,"1000 winners will score $2 Site Credit each. It is a quick shot to get you back in the action, ready to make your next move. Start small, think big.",70164,043d138d488119377814c159a71ab92b,,29
00b3838f26aeb1afe7d0a24880ea4e59,1 TICKET,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/Prize_InstantWinImages_EH-12.png,"1000 winners will claim $1 Site Credit each. Not much, but enough to get you back in the game and ready for the next win. Every little bit counts, don’t miss your shot!",18203,5850d9e04a9d703a40295796d3de3f7d,,0
00b3c5f86fa07adddcd8ddb4935645b3,1 TICKET,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/Prize_InstantWinImages_EH-12.png,"1000 winners will claim $1 Site Credit each. Not much, but enough to get you back in the game and ready for the next win. Every little bit counts, don’t miss your shot!",6587,a27f95a4e46edd8113a5f671fe2a0c08,,0
00b4cc66caf36c760775d681377d9497,5 TICKETS,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/Prize_InstantWinImages_EH-14.png,"500 winners will each pocket $5 Site Credit. Whether you’re gearing up big or leveling up your game, this credit is the fuel you need to keep playing and stacking.",96532,0b9c1ce2f2a70c754eb722b1bd01f021,,0
00b506d4cbfdf9476f78127b122a0139,1 TICKET,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/Prize_InstantWinImages_EH-12.png,"1000 winners will claim $1 Site Credit each. Not much, but enough to get you back in the game and ready for the next win. Every little bit counts, do not miss your shot!",3703,4eab5c24995b70001057b43ad2da2286,,28
00b8ff05734eb110bf34c14f026424db,2 TICKETS,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/Prize_InstantWinImages_EH-13.png,"1000 winners will score $2 Site Credit each. It’s a quick shot to get you back into action, ready to make your next move. Start small, think big.",81166,4a839afe031d1d38d3df156172fa1c04,,0
00b904bdd343d56e7cba379cf343a188,1 TICKET,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/LowRes/Prize_InstantWinImages_EH-20.png,"1000 winners will claim $1 Site Credit each. Not much, but enough to get you back in the game and ready for the next win. Every little bit counts, do not miss your shot!",32362,043d138d488119377814c159a71ab92b,,30
00b9aa7dd20268f92b2df71d3140432e,1 TICKET,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/Prize_InstantWinImages_EH-12.png,"1000 winners will claim $1 Site Credit each. Not much, but enough to get you back in the game and ready for the next win. Every little bit counts, do not miss your shot!",3950,4eab5c24995b70001057b43ad2da2286,,28
00b9f62cf572ebd3e8a03768eb56ba68,1 TICKET,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/Prize_InstantWinImages_EH-12.png,"1000 winners will claim $1 Site Credit each. Not much, but enough to get you back in the game and ready for the next win. Every little bit counts, don’t miss your shot!",17505,24333f88d3de06dc9461232e2c76633f,,0
00ba057fb88f54bfe92ee09c9108878f,$50 BTC,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/Prize_InstantWinImages_EH-02.png,"Twenty winners, $50 BTC each. Whether you hodl, trade, or YOLO, Bitcoin is Bitcoin, secure your slice of the action!",4070,a7aa5d101e26db234b2bfa3e865c7512,,25
00ba6f97c427b90e4d0576909d0e80da,1 TICKET,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/Prize_InstantWinImages_EH-12.png,"1000 winners will claim $1 Site Credit each. Not much, but enough to get you back in the game and ready for the next win. Every little bit counts, don’t miss your shot!",3627,41852603aee1921debdf0c74dc2270d3,,0
00ba7ce2adda9e95cb0f9cdd8ce6e0ec,2 TICKETS,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/Prize_InstantWinImages_EH-13.png,"1000 winners will score $2 Site Credit each. It’s a quick shot to get you back into action, ready to make your next move. Start small, think big.",3954,c00e5705213916e1490d2c992f6dfa1b,,0
00bafe55c76cfd046d4d7c9bcce9551a,2 TICKETS,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/Prize_InstantWinImages_EH-13.png,"1000 winners will score $2 Site Credit each. It’s a quick shot to get you back into action, ready to make your next move. Start small, think big.",4553,0d45479f039e2965b0575f1cb1ef2383,,0
00bbd6163ad49606bd83473b05995c5e,1 TICKET,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/Prize_InstantWinImages_EH-12.png,"1000 winners will claim $1 Site Credit each. Not much, but enough to get you back in the game and ready for the next win. Every little bit counts, don’t miss your shot!",19390,45b653d085e3c34e2d645681158ce907,,0
00bfbc868f00281e6d1a2bc59f8a8e27,$5 SOLANA,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/LowRes/Learn-More-About-SOL_Blog%20(1).png,"250 Winners! $5 Sol. Turn a small profit, then roll 5 times more for free!",4296,388928a965e7787d2e220ad908d91be6,0x10a0f26f36c7b0cead0b11a4caaf65f6b7b589b8,4
00c36857b0bcd3f827d66358c0d7afb8,$50 BTC,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/Prize_InstantWinImages_EH-14.png,"Twenty winners, $50 BTC each. Whether you trade, hodl, or stack, secure your slice of the action!",15554,d84d9fb7acd0e1fdb2e1682fad4c8f4f,,0
00c3c3145e091e064dd98c4ace057d0d,1 TICKET,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/Prize_InstantWinImages_EH-12.png,"1000 winners will claim $1 Site Credit each. Not much, but enough to get you back in the game and ready for the next win. Every little bit counts, don’t miss your shot!",4992,c00e5705213916e1490d2c992f6dfa1b,,0
00c46221a066dcd5e8bca276d9f4cc52,5 TICKETS,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/Prize_InstantWinImages_EH-14.png,"500 winners will each pocket $5 Site Credit. Whether you’re gearing up big or leveling up your game, this credit is the fuel you need to keep playing and stacking.",19066,d0ae28af86f50752fb17a3dafdd2a21f,,0
00c553293b86f256c9eb352b72fb6572,5 TICKETS,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/LowRes/Prize_InstantWinImages_EH-22.png,"500 winners will each pocket $5 Site Credit. Whether you are gearing up for the next big win or leveling up your game, this credit is the fuel you need to keep playing and stacking.",87896,043d138d488119377814c159a71ab92b,,28
00c7aa8587471a3a15007e78c7042c74,2 TICKETS,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/Prize_InstantWinImages_EH-13.png,"1000 winners will score $2 Site Credit each. It’s a quick shot to get you back into action, ready to make your next move. Start small, think big.",1204,9392c7037882546366529260e466c4f2,,0
00cb5a5c82adc4f58a8f2531c2e46776,APPLE AIR PODS,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/Prize_InstantWinImages_EH-03.png,"Two winners will score AirPods, the perfect companion for calls, trades, and endless Twitter spaces.",1988,41852603aee1921debdf0c74dc2270d3,,0
00ccee54e6682e1a620eed7c31722254,5 TICKETS,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/Prize_InstantWinImages_EH-14.png,"500 winners will each pocket $5 Site Credit. Whether you’re gearing up big or leveling up your game, this credit is the fuel you need to keep playing and stacking.",61340,4a839afe031d1d38d3df156172fa1c04,,0
00ce1f9278944ae976ab91b894c3f5f3,2 TICKETS,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/Prize_InstantWinImages_EH-13.png,"1000 winners will score $2 Site Credit each. It’s a quick shot to get you back into action, ready to make your next move. Start small, think big.",16288,d84d9fb7acd0e1fdb2e1682fad4c8f4f,,0
00cf71a9e1c11d940e0d7cf73d57f94a,2 TICKETS,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/Prize_InstantWinImages_EH-13.png,"1000 winners will score $2 Site Credit each. It’s a quick shot to get you back into action, ready to make your next move. Start small, think big.",617,42900ae5f1bbac5a66a85335be06f750,,0
00d25278437ea9625e9bb08c1aa7d236,2 TICKETS,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/Prize_InstantWinImages_EH-13.png,"1000 winners will score $2 Site Credit each. It’s a quick shot to get you back into action, ready to make your next move. Start small, think big.",3280,41852603aee1921debdf0c74dc2270d3,,0
00d3ed5cb496eb88dec2d0ac0c15600f,1 TICKET,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/Prize_InstantWinImages_EH-12.png,"1000 winners will claim $1 Site Credit each. Not much, but enough to get you back in the game and ready for the next win. Every little bit counts, do not miss your shot!",4076,4eab5c24995b70001057b43ad2da2286,,28
00d4084ddee9e2a616ea5aa81dd74842,5 TICKETS,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/Prize_InstantWinImages_EH-14.png,"500 winners will each pocket $5 Site Credit. Whether you are gearing up for the next big win or leveling up your game, this credit is the fuel you need to keep playing and stacking.",2525,a7aa5d101e26db234b2bfa3e865c7512,,26
00d46732790493cc1c7675cf90c1aa10,$5 SOLANA,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/LowRes/Learn-More-About-SOL_Blog%20(1).png,"250 Winners! $5 Sol. Turn a small profit, then roll 5 times more for free!",2796,e423804dce9a5cbcb220013f35b055de,,252
00d558c8be45d0fd1b25868486abaac4,5 TICKETS,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/Prize_InstantWinImages_EH-14.png,"500 winners will each pocket $5 Site Credit. Whether you’re gearing up big or leveling up your game, this credit is the fuel you need to keep playing and stacking.",10643,2adc9997cda63ee4eb2c7393f38e2dc7,,0
00d582dbbef2e99409c714f550114436,5 TICKETS,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/Prize_InstantWinImages_EH-14.png,"500 winners will each pocket $5 Site Credit. Whether you’re gearing up big or leveling up your game, this credit is the fuel you need to keep playing and stacking.",10874,d0ae28af86f50752fb17a3dafdd2a21f,,0
00d6dee87327a1e43a10785fb063b421,2 TICKETS,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/Prize_InstantWinImages_EH-13.png,"1000 winners will score $2 Site Credit each. It’s a quick shot to get you back into action, ready to make your next move. Start small, think big.",104,9392c7037882546366529260e466c4f2,,0
00dbe10d5a4a829a82d1a62cefec345e,1 TICKET,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/Prize_InstantWinImages_EH-12.png,"1000 winners will claim $1 Site Credit each. Not much, but enough to get you back in the game and ready for the next win. Every little bit counts, don’t miss your shot!",14661,d0ae28af86f50752fb17a3dafdd2a21f,,0
00ded8da9eae0e38133568166ec099d6,2 TICKETS,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/Prize_InstantWinImages_EH-13.png,"1000 winners will score $2 Site Credit each. It’s a quick shot to get you back into action, ready to make your next move. Start small, think big.",3973,657f6cbea7fe98aa07ba43c67dd18fd4,,0
00df763545a545468b28b4075715fa3d,5 TICKETS,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/Prize_InstantWinImages_EH-14.png,"500 winners will each pocket $5 Site Credit. Whether you’re gearing up big or leveling up your game, this credit is the fuel you need to keep playing and stacking.",3068,42900ae5f1bbac5a66a85335be06f750,,0
00e1a400e45dd9e0cfc86ccb13210662,2 TICKETS,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/Prize_InstantWinImages_EH-13.png,"1000 winners will score $2 Site Credit each. It’s a quick shot to get you back into action, ready to make your next move. Start small, think big.",1773,41852603aee1921debdf0c74dc2270d3,,0
00e1cb1cf8a1bca2c31e680eec897879,2 TICKETS,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/Prize_InstantWinImages_EH-13.png,"1000 winners will score $2 Site Credit each. It’s a quick shot to get you back into action, ready to make your next move. Start small, think big.",16553,45b653d085e3c34e2d645681158ce907,,0
00e262dfb42d39131ad09d6c682b1969,1 TICKET,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/Prize_InstantWinImages_EH-12.png,"1000 winners will claim $1 Site Credit each. Not much, but enough to get you back in the game and ready for the next win. Every little bit counts, don’t miss your shot!",4329,d0ae28af86f50752fb17a3dafdd2a21f,,0
00e32a11d5fbcb1131a0051a2002603b,2 TICKETS,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/Prize_InstantWinImages_EH-13.png,"1000 winners will score $2 Site Credit each. It’s a quick shot to get you back into action, ready to make your next move. Start small, think big.",1918,0d45479f039e2965b0575f1cb1ef2383,,0
00e42666a507d63039ca4dcea8ccaa4f,2 TICKETS,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/Prize_InstantWinImages_EH-13.png,"1000 winners will score $2 Site Credit each. It’s a quick shot to get you back into action, ready to make your next move. Start small, think big.",6499,98350391ed84bd6c17bfad3ba71b19e7,,0
00e5d68a89c8a2cbf9ac8d0cae629d9c,1 TICKET,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/LowRes/Prize_InstantWinImages_EH-20.png,"1000 winners will claim $1 Site Credit each. Not much, but enough to get you back in the game and ready for the next win. Every little bit counts, do not miss your shot!",34307,6c2ae6fca5807305ce7706d7555604dd,,30
00e609ba7c0a365ce24d492795be19a0,$5 SOLANA,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/LowRes/Learn-More-About-SOL_Blog%20(1).png,"250 Winners! $5 Sol. Turn a small profit, then roll 5 times more for free!",3184,7775867da1719e721910d3310912ae52,,5
00e645f0103c3b80862825f20df558fc,5 TICKETS,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/Prize_InstantWinImages_EH-14.png,"500 winners will each pocket $5 Site Credit. Whether you’re gearing up big or leveling up your game, this credit is the fuel you need to keep playing and stacking.",4618,c00e5705213916e1490d2c992f6dfa1b,,0
00e7133269a4e5ad69188f0e1e2b75bb,1 TICKET,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/Prize_InstantWinImages_EH-12.png,"1000 winners will claim $1 Site Credit each. Not much, but enough to get you back in the game and ready for the next win. Every little bit counts, don’t miss your shot!",10216,4a839afe031d1d38d3df156172fa1c04,,0
00e7347807fb89c4fee643b2da97b180,5 TICKETS,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/Prize_InstantWinImages_EH-14.png,"500 winners will each pocket $5 Site Credit. Whether you’re gearing up big or leveling up your game, this credit is the fuel you need to keep playing and stacking.",237,98350391ed84bd6c17bfad3ba71b19e7,,0
00e7abbfff8563dcce7e368a4f966a95,1 TICKET,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/Prize_InstantWinImages_EH-12.png,"1000 winners will claim $1 Site Credit each. Not much, but enough to get you back in the game and ready for the next win. Every little bit counts, don’t miss your shot!",4784,657f6cbea7fe98aa07ba43c67dd18fd4,,0
00e8f8fd99e7e8c4054bd472fc13b245,1 TICKET,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/Prize_InstantWinImages_EH-12.png,"1000 winners will claim $1 Site Credit each. Not much, but enough to get you back in the game and ready for the next win. Every little bit counts, don’t miss your shot!",9678,45b653d085e3c34e2d645681158ce907,,0
00ea03d711d5c4d0aa0693d6684ccbc3,1 TICKET,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/LowRes/Prize_InstantWinImages_EH-20.png,"1000 winners will claim $1 Site Credit each. Not much, but enough to get you back in the game and ready for the next win. Every little bit counts, do not miss your shot!",82918,043d138d488119377814c159a71ab92b,,30
00eb5194bf7160f8948fd9fbbf602654,2 TICKETS,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/Prize_InstantWinImages_EH-13.png,"1000 winners will score $2 Site Credit each. It’s a quick shot to get you back into action, ready to make your next move. Start small, think big.",514,24333f88d3de06dc9461232e2c76633f,,0
00ebc7fc056b3d687e2a549b2f47e432,5 TICKETS,https://theprize-competition-assets.sgp1.cdn.digitaloceanspaces.com/Prize_InstantWinImages_EH-14.png,"500 winners will each pocket $5 Site Credit. Whether you’re gearing up big or leveling up your game, this credit is the fuel you need to keep playing and stacking.",17056,a27f95a4e46edd8113a5f671fe2a0c08,,0
